"","lat","lon"
"1",45.0125007629395,-93.1685256958008
"2",45.0124702453613,-93.1684799194336
"3",45.0123977661133,-93.1685562133789
"4",45.0123176574707,-93.1683578491211
"5",45.012378692627,-93.1682968139648
"6",45.0128288269043,-93.1678085327148
"7",45.0129089355469,-93.1678314208984
"8",45.0130195617676,-93.1679077148438
"9",45.0131988525391,-93.1680679321289
"10",45.0132789611816,-93.1682052612305
"11",45.013500213623,-93.1686401367188
"12",45.0136795043945,-93.1688613891602
"13",45.0137977600098,-93.1688766479492
"14",45.0139083862305,-93.1688079833984
"15",45.0144996643066,-93.168098449707
"16",45.0146102905273,-93.1679000854492
"17",45.0146484375,-93.1676940917969
"18",45.0146369934082,-93.1675262451172
"19",45.0145874023438,-93.1673965454102
"20",45.0144996643066,-93.1672897338867
"21",45.0143394470215,-93.1672210693359
"22",45.0137176513672,-93.1670913696289
"23",45.0133895874023,-93.1670684814453
"24",45.0127182006836,-93.1669464111328
"25",45.0117797851562,-93.1666870117188
"26",45.0113983154297,-93.1666259765625
"27",45.0098495483398,-93.1665954589844
"28",45.0076599121094,-93.1665802001953
"29",45.0061798095703,-93.1665878295898
"30",45.005989074707,-93.1665878295898
"31",45.0033187866211,-93.1665344238281
"32",45.0023193359375,-93.1665344238281
"33",45.0012969970703,-93.1665649414062
"34",44.9998092651367,-93.1666488647461
"35",44.9989776611328,-93.1666488647461
"36",44.9971771240234,-93.1666564941406
"37",44.9961891174316,-93.1666641235352
"38",44.9939079284668,-93.1666793823242
"39",44.9922790527344,-93.1667251586914
"40",44.9912986755371,-93.1667709350586
"41",44.9904479980469,-93.1667785644531
"42",44.989688873291,-93.1668395996094
"43",44.9891777038574,-93.1669082641602
"44",44.9889488220215,-93.1669692993164
"45",44.9881706237793,-93.1670608520508
"46",44.987907409668,-93.1670913696289
"47",44.987247467041,-93.1670761108398
"48",44.9868698120117,-93.1670684814453
"49",44.9855194091797,-93.1670150756836
"50",44.985237121582,-93.1670379638672
"51",44.9845390319824,-93.1670303344727
"52",44.9829597473145,-93.1670684814453
"53",44.9803276062012,-93.1671371459961
"54",44.9799194335938,-93.1671447753906
"55",44.9798889160156,-93.1671905517578
"56",44.9798583984375,-93.1672210693359
"57",44.9794883728027,-93.1672592163086
"58",44.9786682128906,-93.1673355102539
"59",44.9782791137695,-93.1674499511719
"60",44.9774894714355,-93.1676788330078
"61",44.9773178100586,-93.1677093505859
"62",44.9771690368652,-93.1676788330078
"63",44.9769401550293,-93.167610168457
"64",44.9756889343262,-93.1672897338867
"65",44.9754104614258,-93.1672286987305
"66",44.9749374389648,-93.1671676635742
"67",44.9748802185059,-93.1671371459961
"68",44.9748077392578,-93.1670989990234
"69",44.9744186401367,-93.1670989990234
"70",44.973518371582,-93.1670913696289
"71",44.9727096557617,-93.1670913696289
"72",44.9717407226562,-93.1670761108398
"73",44.9708595275879,-93.1671142578125
"74",44.9699783325195,-93.1671447753906
"75",44.9691696166992,-93.1671142578125
"76",44.9676475524902,-93.1671142578125
"77",44.9652481079102,-93.1671371459961
"78",44.9640769958496,-93.1671295166016
"79",44.9627685546875,-93.1671295166016
"80",44.960147857666,-93.1670989990234
"81",44.9583778381348,-93.1670989990234
"82",44.9569473266602,-93.1670761108398
"83",44.9562377929688,-93.1670684814453
"84",44.9556999206543,-93.1670761108398
"85",44.9552383422852,-93.1670913696289
"86",44.9547882080078,-93.1670761108398
"87",44.9536399841309,-93.1670684814453
"88",44.9528884887695,-93.1671371459961
"89",44.9520874023438,-93.1672286987305
"90",44.9516792297363,-93.1672439575195
"91",44.951229095459,-93.1672210693359
"92",44.9503402709961,-93.1671142578125
"93",44.9502372741699,-93.1670761108398
"94",44.9493370056152,-93.1670684814453
"95",44.948787689209,-93.1670761108398
"96",44.9479484558105,-93.1670684814453
"97",44.9478874206543,-93.1670455932617
"98",44.9478378295898,-93.1669845581055
"99",44.9471778869629,-93.1669769287109
"100",44.9461402893066,-93.1670074462891
"101",44.9453086853027,-93.1670150756836
"102",44.9439582824707,-93.1669998168945
"103",44.9416999816895,-93.1669998168945
"104",44.9412689208984,-93.1669998168945
"105",44.9408798217773,-93.1669998168945
"106",44.9405975341797,-93.1670303344727
"107",44.9399681091309,-93.1670150756836
"108",44.9397087097168,-93.1670150756836
"109",44.9396171569824,-93.1670761108398
"110",44.9396095275879,-93.1670761108398
"111",44.9391784667969,-93.1670913696289
"112",44.9382591247559,-93.1670913696289
"113",44.9356002807617,-93.1670913696289
"114",44.9347381591797,-93.1671142578125
"115",44.9347305297852,-93.167106628418
"116",44.9345397949219,-93.1669998168945
"117",44.9344100952148,-93.1670074462891
"118",44.9338989257812,-93.1670150756836
"119",44.9324378967285,-93.1670303344727
"120",44.9306297302246,-93.1670303344727
"121",44.9302177429199,-93.1670608520508
"122",44.929759979248,-93.1670761108398
"123",44.9293479919434,-93.1670684814453
"124",44.9288101196289,-93.1670913696289
"125",44.9284591674805,-93.1670761108398
"126",44.9280281066895,-93.1670761108398
"127",44.9279098510742,-93.1671600341797
"128",44.9275779724121,-93.1671600341797
"129",44.9268493652344,-93.1671600341797
"130",44.9246482849121,-93.1671371459961
"131",44.9224700927734,-93.1671371459961
"132",44.9198799133301,-93.1671142578125
"133",44.9188385009766,-93.1671447753906
"134",44.9179878234863,-93.1671371459961
"135",44.9179992675781,-93.1677856445312
"136",44.9179801940918,-93.1701049804688
"137",44.9179878234863,-93.1746139526367
"138",44.9179992675781,-93.1785507202148
"139",44.9180107116699,-93.1803283691406
"140",44.9179878234863,-93.1811904907227
